id,created_by,created_date,updated_by,updated_date,approved_date,document_name,document_path,opt_out_reason,rejected_date,status,year,user_id
01cc7caa-cfab-40ea-a62a-3096108ffc0d,73c35bda-c637-4513-a758-b9491df12540,2024-03-27 07:06:22,01,2024-08-08 10:11:18,2024-03-27 07:06:22,,,1,NULL,UNDER_REVIEW,2023,73c35bda-c637-4513-a758-b9491df12540
085ac13d-1d57-47e9-b334-90d9932ad3d3,73c35bda-c637-4513-a758-b9491df12540,2024-08-22 11:56:09,73c35bda-c637-4513-a758-b9491df12540,2024-08-22 11:56:09,NULL,IW_2022_6157829.pdf,IconicWorkerUserImages/f66dfe37-ad07-4148-9211-243deac990ef,,NULL,UNDER_REVIEW,2022,73c35bda-c637-4513-a758-b9491df12540
1801cf31-ac2f-4d1e-a51f-62ccc956e5d9,04,2024-02-06 10:33:45,04,2024-02-06 10:33:45,NULL,sample.pdf,IconicWorkerUserImages/035ab60d-adad-4e7d-9beb-cf53e0e2702b,,NULL,UNDER_REVIEW,2023,04
28e500f6-b05f-4e60-ad68-e31d40963ea8,a3d2b1e9-d64f-46b7-85f5-af83442a5547,2024-02-28 11:21:45,NULL,2024-08-22 12:11:20,2024-08-22 12:11:20,NULL,NULL,Test1,NULL,APPROVED,2021,a3d2b1e9-d64f-46b7-85f5-af83442a5547
2ec3768e-9970-46d9-b89b-f709b908ddbe,a3d2b1e9-d64f-46b7-85f5-af83442a5547,2023-12-25 09:42:44,NULL,2024-08-22 12:11:12,2024-08-22 12:11:12,NULL,NULL,For company registration,NULL,APPROVED,2022,a3d2b1e9-d64f-46b7-85f5-af83442a5547
449e3f4d-1e97-4725-bb7b-7e5217df44cb,a3d2b1e9-d64f-46b7-85f5-af83442a5547,2024-02-28 11:21:35,a3d2b1e9-d64f-46b7-85f5-af83442a5547,2024-02-28 11:21:35,2024-02-28 11:21:35,,,Test,NULL,APPROVED,2023,a3d2b1e9-d64f-46b7-85f5-af83442a5547
c93ab6f1-e0a8-4498-840a-cb93f7db3b83,17f0eece-fad0-467a-9186-64ae8ee8b419,2023-11-15 05:38:31,17f0eece-fad0-467a-9186-64ae8ee8b419,2023-11-15 05:38:31,NULL,IW_2023_6519151.pdf,IconicWorkerUserImages/d33260b9-f0ae-455f-ac03-e0260b506bdc,,NULL,UNDER_REVIEW,2022,17f0eece-fad0-467a-9186-64ae8ee8b419
de518938-1adb-437f-8620-2dcaa99528d3,47a9901a-d8f7-4446-8341-e6cb74e5c1b8,2024-02-06 11:00:32,47a9901a-d8f7-4446-8341-e6cb74e5c1b8,2024-02-06 11:00:32,NULL,sample.pdf,IconicWorkerUserImages/e6e338f5-3b90-4636-8ac8-717c4c6c2c39,,NULL,UNDER_REVIEW,2023,47a9901a-d8f7-4446-8341-e6cb74e5c1b8
e958bc87-765b-4ebe-8ee8-fdeda8910a97,73c35bda-c637-4513-a758-b9491df12540,2024-08-22 11:56:21,73c35bda-c637-4513-a758-b9491df12540,2024-08-22 11:56:21,NULL,IW_2024_7928968.pdf,IconicWorkerUserImages/413fc90a-47b4-48c6-8aae-141c107bdb5b,,NULL,UNDER_REVIEW,2021,73c35bda-c637-4513-a758-b9491df12540
