id,created_date,created_by,updated_date,updated_by,portfolio_id,is_preview_image,document_path
053bc735-5a31-45bc-b1d8-3e08164c9352,2024-08-12 11:33:41,a3d2b1e9-d64f-46b7-85f5-af83442a5547,2024-08-12 11:33:41,a3d2b1e9-d64f-46b7-85f5-af83442a5547,bc8d3093-5ce3-460c-b047-cdeb2b997f30,1,IconicWorkerSubcontractorPortfolios/bc8d3093-5ce3-460c-b047-cdeb2b997f30/2book.jpg
05ff72c1-4022-4ed0-91aa-9bdc5df732d6,2024-08-23 08:52:15,8e9967a6-5915-45d4-a25e-11b1876d18df,2024-08-23 08:52:15,8e9967a6-5915-45d4-a25e-11b1876d18df,470967bb-2b3f-491e-857d-d55ed894bc46,1,IconicWorkerSubcontractorPortfolios/470967bb-2b3f-491e-857d-d55ed894bc46/th.jpg
15ed50f3-9210-4771-ba8e-5ae833dc0ae7,2024-08-23 08:49:57,8e9967a6-5915-45d4-a25e-11b1876d18df,2024-08-23 08:49:57,8e9967a6-5915-45d4-a25e-11b1876d18df,11129270-1671-4e5a-8853-afad00258ee0,1,IconicWorkerSubcontractorPortfolios/11129270-1671-4e5a-8853-afad00258ee0/th.jpg
1c7477dc-edf6-4ba4-8fc2-a26c5620fd69,2024-08-07 11:47:57,c1e99329-85c4-457f-9e56-40760d57aff5,2024-08-07 11:47:57,c1e99329-85c4-457f-9e56-40760d57aff5,32955a81-e098-45cb-9b4d-b3d1a017a642,0,IconicWorkerSubcontractorPortfolios/32955a81-e098-45cb-9b4d-b3d1a017a642/woman-1509956_960_720.jpg
25acbdda-6b12-44dd-9347-a6a032414246,2024-08-07 11:47:57,c1e99329-85c4-457f-9e56-40760d57aff5,2024-08-07 11:47:57,c1e99329-85c4-457f-9e56-40760d57aff5,32955a81-e098-45cb-9b4d-b3d1a017a642,0,IconicWorkerSubcontractorPortfolios/32955a81-e098-45cb-9b4d-b3d1a017a642/WordPress_Demo_Content.jpg
3e687542-8ee8-4f59-a766-ffc998d61aac,2024-08-07 11:47:56,c1e99329-85c4-457f-9e56-40760d57aff5,2024-08-07 11:47:56,c1e99329-85c4-457f-9e56-40760d57aff5,32955a81-e098-45cb-9b4d-b3d1a017a642,0,IconicWorkerSubcontractorPortfolios/32955a81-e098-45cb-9b4d-b3d1a017a642/SamplePNGImage_100kbmb.png
426388fe-220a-4e66-9424-5c10781e3251,2024-08-07 11:47:55,c1e99329-85c4-457f-9e56-40760d57aff5,2024-08-07 11:47:55,c1e99329-85c4-457f-9e56-40760d57aff5,32955a81-e098-45cb-9b4d-b3d1a017a642,0,IconicWorkerSubcontractorPortfolios/32955a81-e098-45cb-9b4d-b3d1a017a642/images.png
4c244748-d993-4ff8-8f89-83c5331cc5c4,2024-08-14 05:13:45,a3d2b1e9-d64f-46b7-85f5-af83442a5547,2024-08-14 05:13:45,a3d2b1e9-d64f-46b7-85f5-af83442a5547,81b8f871-4fab-49e0-801f-cdb0c83c4963,0,IconicWorkerSubcontractorPortfolios/81b8f871-4fab-49e0-801f-cdb0c83c4963/brandlogo-new.png
59ef57ea-d92e-4818-889f-57e94218ec13,2024-08-07 11:47:55,c1e99329-85c4-457f-9e56-40760d57aff5,2024-08-07 11:47:55,c1e99329-85c4-457f-9e56-40760d57aff5,32955a81-e098-45cb-9b4d-b3d1a017a642,0,IconicWorkerSubcontractorPortfolios/32955a81-e098-45cb-9b4d-b3d1a017a642/Bunglow.jpg
5e1ddc8a-1df6-4d63-996c-4c4b57c3a288,2024-08-07 11:47:56,c1e99329-85c4-457f-9e56-40760d57aff5,2024-08-07 11:47:56,c1e99329-85c4-457f-9e56-40760d57aff5,32955a81-e098-45cb-9b4d-b3d1a017a642,0,IconicWorkerSubcontractorPortfolios/32955a81-e098-45cb-9b4d-b3d1a017a642/SamplePNGImage_200kbmb.png
6d0c66fd-d440-4fc9-9022-16e6b38fd897,2024-08-23 06:48:55,a3d2b1e9-d64f-46b7-85f5-af83442a5547,2024-08-23 06:48:55,a3d2b1e9-d64f-46b7-85f5-af83442a5547,bc8d3093-5ce3-460c-b047-cdeb2b997f30,0,IconicWorkerSubcontractorPortfolios/bc8d3093-5ce3-460c-b047-cdeb2b997f30/download (2).png
938383ce-220d-41ee-b017-5bfa0395548a,2024-08-07 11:47:55,c1e99329-85c4-457f-9e56-40760d57aff5,2024-08-07 11:47:55,c1e99329-85c4-457f-9e56-40760d57aff5,32955a81-e098-45cb-9b4d-b3d1a017a642,1,IconicWorkerSubcontractorPortfolios/32955a81-e098-45cb-9b4d-b3d1a017a642/Building.jpg
9a1c5ad9-76b0-4a98-b6f6-157320049455,2024-08-07 11:47:55,c1e99329-85c4-457f-9e56-40760d57aff5,2024-08-07 11:47:55,c1e99329-85c4-457f-9e56-40760d57aff5,32955a81-e098-45cb-9b4d-b3d1a017a642,0,IconicWorkerSubcontractorPortfolios/32955a81-e098-45cb-9b4d-b3d1a017a642/images.jpg
9df15868-d46d-49e7-a51e-21c257039d71,2024-08-07 11:47:56,c1e99329-85c4-457f-9e56-40760d57aff5,2024-08-07 11:47:56,c1e99329-85c4-457f-9e56-40760d57aff5,32955a81-e098-45cb-9b4d-b3d1a017a642,0,IconicWorkerSubcontractorPortfolios/32955a81-e098-45cb-9b4d-b3d1a017a642/SamplePNGImage_3mbmb.png
a06fb8b2-5262-4f95-8208-b1e60647c47d,2024-08-07 11:47:56,c1e99329-85c4-457f-9e56-40760d57aff5,2024-08-07 11:47:56,c1e99329-85c4-457f-9e56-40760d57aff5,32955a81-e098-45cb-9b4d-b3d1a017a642,0,IconicWorkerSubcontractorPortfolios/32955a81-e098-45cb-9b4d-b3d1a017a642/SamplePNGImage_1mbmb.png
a2e138a8-ae5d-4a8c-b52a-0984379fd823,2024-08-13 09:08:50,a3d2b1e9-d64f-46b7-85f5-af83442a5547,2024-08-13 09:08:50,a3d2b1e9-d64f-46b7-85f5-af83442a5547,81b8f871-4fab-49e0-801f-cdb0c83c4963,1,IconicWorkerSubcontractorPortfolios/81b8f871-4fab-49e0-801f-cdb0c83c4963/3book.jpg
a9db1966-9eb9-48c9-acb7-d5f2fd7da5ab,2025-04-28 12:03:40,2dc73d61-8642-42b9-bcea-817ee1d1abbf,2025-04-28 12:03:40,2dc73d61-8642-42b9-bcea-817ee1d1abbf,db739880-7c6d-4a36-bdb0-29c9f3ecdeba,1,IconicWorkerSubcontractorPortfolios/db739880-7c6d-4a36-bdb0-29c9f3ecdeba/Security_Audit.jpg
adf41ce8-c689-4247-b252-f884e5d8a35f,2024-08-07 11:47:56,c1e99329-85c4-457f-9e56-40760d57aff5,2024-08-07 11:47:56,c1e99329-85c4-457f-9e56-40760d57aff5,32955a81-e098-45cb-9b4d-b3d1a017a642,0,IconicWorkerSubcontractorPortfolios/32955a81-e098-45cb-9b4d-b3d1a017a642/SamplePNGImage_5mbmb.png
ca91b2cd-4ed1-4e39-8495-05a9d2d79112,2024-08-07 11:47:56,c1e99329-85c4-457f-9e56-40760d57aff5,2024-08-07 11:47:56,c1e99329-85c4-457f-9e56-40760d57aff5,32955a81-e098-45cb-9b4d-b3d1a017a642,0,IconicWorkerSubcontractorPortfolios/32955a81-e098-45cb-9b4d-b3d1a017a642/SamplePNGImage_500kbmb.png
cd6e046b-47d7-40e6-91d2-e35b58deb841,2025-04-18 09:28:09,6fdfa82e-6825-4658-a162-a518011bffd8,2025-04-18 09:28:09,6fdfa82e-6825-4658-a162-a518011bffd8,961e96e7-f1c7-4a73-bc17-2d7b4806751f,1,IconicWorkerSubcontractorPortfolios/961e96e7-f1c7-4a73-bc17-2d7b4806751f/ntp-draco-1920.jpg.pc-adaptive.full.medium.jpg
e24185cc-a2c4-4603-a865-b407de9d282b,2024-08-07 11:47:56,c1e99329-85c4-457f-9e56-40760d57aff5,2024-08-07 11:47:56,c1e99329-85c4-457f-9e56-40760d57aff5,32955a81-e098-45cb-9b4d-b3d1a017a642,0,IconicWorkerSubcontractorPortfolios/32955a81-e098-45cb-9b4d-b3d1a017a642/th.jpg
eebc77c4-c9b6-460d-be60-fc58fcc8f486,2024-08-07 11:47:55,c1e99329-85c4-457f-9e56-40760d57aff5,2024-08-07 11:47:55,c1e99329-85c4-457f-9e56-40760d57aff5,32955a81-e098-45cb-9b4d-b3d1a017a642,0,IconicWorkerSubcontractorPortfolios/32955a81-e098-45cb-9b4d-b3d1a017a642/download.jpg
f7ed430b-1041-4738-9fea-5d236806f8ef,2024-08-07 11:47:55,c1e99329-85c4-457f-9e56-40760d57aff5,2024-08-07 11:47:55,c1e99329-85c4-457f-9e56-40760d57aff5,32955a81-e098-45cb-9b4d-b3d1a017a642,0,IconicWorkerSubcontractorPortfolios/32955a81-e098-45cb-9b4d-b3d1a017a642/Home.jpg
